1s	-o	-ava	-ei	-arei
2s	-as	-avas	-aste	-arás
3s	-a	-ava	-ou	-ará
1p	-amos	-ávamos	-ámos	-aremos
2p	-ais	-áveis	-astes	-areis
3p	-am	-avam	-aram	-arão
