1s	-	-eam	-ui	-usem
2s	-i	-eai	-uşi	-useşi
3s	-e	-ea	-u	-use
1p	-em	-eam	-urăm	-userăm
2p	-eţi	-eaţi	-urăţi	-userăţi
3p	-	-eau	-ură	-useră
