1s	-o	-aba	-ei	-arei
2s	-as	-abas	-ache	-arás
3s	-a	-aba	-ou	-ará
1p	-amos	-abamos	-amos	-aremos
2p	-ades	-abades	-astes	-aredes
3p	-an	-aban	-aron	-arán
