1s	ʔa-12a3	1a2a3-t
2s m	ti-12a3	1a2a3-t
2s f	ti-12a3-ii	1a2a3-tii
3s m	yi-12a3	1a2a3
3s f	ti-12a3	1a2a3-it
1p	ni-12a3	1a2a3-naa
2p	ti-12a3-uu	1a2a3-tuu
3p	yi-12a3-uu	1a2a3-uu
1d	ni-12a3	1a2a3-naa
2d	ti-12a3-uu	1a2a3-tuu
3d	yi-12a3-uu	1a2a3-uu
