1s	na-12a3	1a2a3-t
2s	ta-12a3	1a2a3-t
3s m	ya-12a3	1a2a3
3s f	ta-12a3	1a2a3-at
1p	na-12a3-u	1a2a3-na
2p	ta-12a3-u	1a2a3-tum
3p	ya-12a3-u	1a2a3-u
1d	na-12a3-u	1a2a3-na
2d	ta-12a3-u	1a2a3-tum
3d	ya-12a3-u	1a2a3-u
