1s	ʔa-12ə3	1ə2a3-it
2s m	ti-12ə3	1ə2a3-it
2s f	t-1ə23-iin	1ə2a3-ti
3s m	yi-12ə3	1ə2a3
3s f	ti-12ə3	1ə2a3-at
1p	ni-12ə3	1ə2a3-na
2p m	t-1ə23-uun	1ə2a3-tu
2p f	t-1ə23-an	1ə2a3-tan
3p m	y-1ə23-uun	1ə2a3-aw
3p f	y-1ə23-an	1ə2a3-an
1d	ni-12ə3	1ə2a3-na
2d m	t-1ə23-uun	1ə2a3-tu
2d f	t-1ə23-an	1ə2a3-tan
3d m	y-1ə23-uun	1ə2a3-aw
3d f	y-1ə23-an	1ə2a3-an
