1s	ni-12e3	12a3-t
2s	ti-12e3	12a3-t
3s m	ji-12e3	1a2a3
3s f	ti-12e3	1a23-et
1p	ni-123-u	12a3-na
2p	ti-123-u	12a3-tu
3p	ji-123-u	1a23-u
1d	ni-123-u	12a3-na
2d	ti-123-u	12a3-tu
3d	ji-123-u	1a23-u
