1s	ʔi-12a3	1a2a3-it
2s m	ti-12a3	1a2a3-it
2s f	ti-12a3-i	1a2a3-ti
3s m	yi-12a3	1a2a3
3s f	ti-12a3	1a2a3-it
1p	ni-12a3	1a2a3-na
2p	ti-12a3-u	1a2a3-tu
3p	yi-12a3-u	1a2a3-u
1d	ni-12a3	1a2a3-na
2d	ti-12a3-u	1a2a3-tu
3d	yi-12a3-u	1a2a3-u
