1s	ni-12u3	1a23-ıθ
2s m	tʃi-12u3	1a23-itʃ
2s f	tʃi-12u3	1a23-iʃ
3s m	yi-12u3	i12a3
3s f	tʃi-12u3	1a23-aθ
1p	ni-12u3	1a23-innaħ
2p m	tʃ-1u23-un	1a23-itʃxun
2p f	tʃ-1u23-an	1a23-itʃxen
3p m	y-1u23-un	i12a3
3p f	y-1u23-an	i12a3
1d	ni-12u3	1a23-innaħ
2d m	tʃ-1u23-un	1a23-itʃxun
2d f	tʃ-1u23-an	1a23-itʃxen
3d m	y-1u23-un	i12a3
3d f	y-1u23-an	i12a3
