1s m	1o2a3-no	12ə3-li
1s f	1ə23-ono	12ə3-li
2s m	1ə23-at	12ə3-lux
2s f	1ə23-at	12ə3-lax
3s m	1o2ə3	12ə3-le
3s f	1ə23-o	12ə3-la
1p	1ə23-ina	12ə3-lan
2p	1ə23-utu	12ə3-xu
3p	1ə23-i	12ə33-e
1d	1ə23-ina	12ə3-lan
2d	1ə23-utu	12ə3-xu
3d	1ə23-i	12ə33-e
