1s	ne-12e3	12e3-t
2s m	te-12e3	12e3-t
2s f	te-11e23-i	12e3-ti
3s m	ye-12e3	12e3
3s f	te-12e3	1e23-et
1p	ne-11e23-u	12e3-na
2p	te-11e23-u	12e3-tu
3p	ye-11e23-u	1e23-uu
1d	ne-11e23-u	12e3-na
2d	te-11e23-u	12e3-tu
3d	ye-11e23-u	1e23-uu
