1s	ʾa-12u3	1a2a3-t
2s m	tu-12u3	1a2a3-t
2s f	tu-12u3-i	1a2a3-ti
3s m	yu-12u3	1a2a3
3s f	tu-12u3	1a23-at
1p	nu-12u3	1a2a3-na
2p	tu-12u3-u	1a2a3-tu
3p	yu-12u3-u	1a2a3-u
1d	nu-12u3	1a2a3-na
2d	tu-12u3-u	1a2a3-tu
3d	yu-12u3-u	1a2a3-u
