1s	ne-12o3	1a23-et
2s	te-12o3	12a3-t
3s m	ye-12o3	12a3
3s f	te-12o3	1a23-at
1p	ne-12o3	12a3-nan
2p m	te-1ə23-un	12a3-tun
2p f	te-1ə23-an	12a3-ten
3p m	ne-1ə23-un	12a3-un
3p f	ne-1ə23-an	12a3-an
1d	ne-12o3	12a3-nan
2d m	te-1ə23-un	12a3-tun
2d f	te-1ə23-an	12a3-ten
3d m	ne-1ə23-un	12a3-un
3d f	ne-1ə23-an	12a3-an
