1s	ʔə-12a3	1a2a3-ᵊt
2s m	tə-12a3	1a2a3-ᵊt
2s f	tə-12a3-i	1a2a3-ti
3s m	yə-12a3	1a2a3
3s f	tə-12a3	1a23-et
1p	nə-12a3	1a2a3-na
2p m	tə-12a3-u	1a2a3-tu
2p f	tə-12a3-in	1a2a3-tin
3p m	yə-12a3-u	1a2a3-u
3p f	yə-12a3-in	1a2a3-in
1d	nə-12a3	1a2a3-na
2d m	tə-12a3-u	1a2a3-tu
2d f	tə-12a3-in	1a2a3-tin
3d m	yə-12a3-u	1a2a3-u
3d f	yə-12a3-in	1a2a3-in
