1s	ni-12o3	1a23-i
2s	ti-12o3	12a3-t
3s m	yi-12o3	12a3
3s f	ti-12o3	12a3-a
1p	ni-12o3	12a3-na
2p m	ti-1ə23-un	1a23-itu
2p f	ti-1ə23-an	1a23-itu
3p m	ni-1ə23-un	12a3-u
3p f	ni-1ə23-an	12a3-a
1d	ni-12o3	12a3-na
2d m	ti-1ə23-un	1a23-itu
2d f	ti-1ə23-an	1a23-itu
3d m	ni-1ə23-un	12a3-u
3d f	ni-1ə23-an	12a3-a
