1s	ni-12e3	1a2a3-t
2s m	ti-12e3	1a2a3-t
2s f	ti-123-i	1a2a3-ti
3s m	yi-12e3	1a2a3
3s f	ti-12e3	1a2a3-at
1p	ni-123-u	1a2a3-ni
2p	ti-123-u	1a2a3-tu
3p	yi-123-u	1a2a3-u
1d	ni-123-u	1a2a3-ni
2d	ti-123-u	1a2a3-tu
3d	yi-123-u	1a2a3-u
