1s	ni-12i3	12i3-t
2s	ti-12i3	12i3-t
3s m	yi-12i3	12i3
3s f	ti-12i3	1i23-it
1p	ni-123-uu	12i3-naa
2p	ti-123-uu	12i3-tuu
3p	yi-123-uu	1i23-uu
1d	ni-123-uu	12i3-naa
2d	ti-123-uu	12i3-tuu
3d	yi-123-uu	1i23-uu
