1s	1ë2-e	1ë2-te
2s	1ë2-est	1ë2-test
3s	1ë2-et	1ë2-te
1p	1ë2-en	1ë2-ten
2p	1ë2-et	1ë2-tet
3p	1ë2-ent	1ë2-ten
