1s	1a2-u	1a2-ita
2s	1a2-is	1a2-itōs
3s	1a2-it	1a2-ita
1p	1a2-emēs	1a2-itum
2p	1a2-et	1a2-itut
3p	1a2-ent	1a2-itun
