1s	1a2-a	1a2-da
2s	1a2-is	1a2-dēs
3s	1a2-iþ	1a2-da
1p	1a2-am	1a2-dēdum
2p	1a2-iþ	1a2-dēduþ
3p	1a2-and	1a2-dēdun
1d	1a2-ōs	1a2-dēdu
2d	1a2-ats	1a2-dēduts
