1s m G	0.4
1s f G	0.5
2s m G	1.3
2s f G	2.3
3s m G	2.3
3s f G	0.4
1p m G	7.2
1p f G	3.2
2p m G	3.2
2p f G	0.5
3p m G	0.8
3p f G	0.7
1d m G	7.54
1d f G	2.3
2d m G	5.2
2d f G	3.1
3d m G	4
3d f G	6.2
1s m V	4.4
1s f V	8.5
2s m V	2.5
2s f V	6.4
3s m V	5.3
3s f V	9.8
1p m V	7.5
1p f V	9.7
2p m V	8.5
2p f V	5.8
3p m V	12.5
3p f V	7.8
1d m V	7.9
1d f V	8.1
2d m V	7.9
2d f V	12.6
3d m V	9.6
3d f V	10.4
