1s m NOM	7.91
1s f NOM	7.89
1s n NOM	7.91
2vs m NOM	1.77
2hs m NOM	1.78
2js m NOM	1.78
2vs f NOM	1.8
2hs f NOM	1.75
2js f NOM	1.75
2vs n NOM	1.77
2hs n NOM	1.78
2js n NOM	1.78
3evs m NOM	2.1065
3ejs m NOM	2.1055
3ehs m NOM	2.1055
3xvs m NOM	2.1065
3xjs m NOM	2.1055
3xhs m NOM	2.1055
3evs f NOM	2.105
3ejs f NOM	2.095
3ehs f NOM	2.095
3xvs f NOM	2.105
3xjs f NOM	2.095
3xhs f NOM	2.095
3evs n NOM	2.1065
3ejs n NOM	2.1055
3ehs n NOM	2.1055
3xvs n NOM	2.1065
3xjs n NOM	2.1055
3xhs n NOM	2.1055
1p m NOM	1.74
1p f NOM	1.74
1p n NOM	1.74
2vp m NOM	0.88
2hp m NOM	0.87
2jp m NOM	0.87
2vp f NOM	0.87
2hp f NOM	0.87
2jp f NOM	0.87
2vp n NOM	0.87
2hp n NOM	0.87
2jp n NOM	0.87
3evp m NOM	0.43
3ejp m NOM	0.42
3ehp m NOM	0.42
3xvp m NOM	0.42
3xjp m NOM	0.42
3xhp m NOM	0.42
3evp f NOM	0.42
3ejp f NOM	0.42
3ehp f NOM	0.42
3xvp f NOM	0.42
3xjp f NOM	0.42
3xhp f NOM	0.42
3evp n NOM	0.43
3ejp n NOM	0.42
3ehp n NOM	0.42
3xvp n NOM	0.42
3xjp n NOM	0.42
3xhp n NOM	0.42
1s m DAT	7.91
1s f DAT	7.89
1s n DAT	7.91
2vs m DAT	1.77
2hs m DAT	1.78
2js m DAT	1.78
2vs f DAT	1.8
2hs f DAT	1.75
2js f DAT	1.75
2vs n DAT	1.77
2hs n DAT	1.78
2js n DAT	1.78
3evs m DAT	2.1065
3ejs m DAT	2.1055
3ehs m DAT	2.1055
3xvs m DAT	2.1065
3xjs m DAT	2.1055
3xhs m DAT	2.1055
3evs f DAT	2.105
3ejs f DAT	2.095
3ehs f DAT	2.095
3xvs f DAT	2.105
3xjs f DAT	2.095
3xhs f DAT	2.095
3evs n DAT	2.1065
3ejs n DAT	2.1055
3ehs n DAT	2.1055
3xvs n DAT	2.1065
3xjs n DAT	2.1055
3xhs n DAT	2.1055
1p m DAT	1.74
1p f DAT	1.74
1p n DAT	1.74
2vp m DAT	0.88
2hp m DAT	0.87
2jp m DAT	0.87
2vp f DAT	0.87
2hp f DAT	0.87
2jp f DAT	0.87
2vp n DAT	0.87
2hp n DAT	0.87
2jp n DAT	0.87
3evp m DAT	0.43
3ejp m DAT	0.42
3ehp m DAT	0.42
3xvp m DAT	0.42
3xjp m DAT	0.42
3xhp m DAT	0.42
3evp f DAT	0.42
3ejp f DAT	0.42
3ehp f DAT	0.42
3xvp f DAT	0.42
3xjp f DAT	0.42
3xhp f DAT	0.42
3evp n DAT	0.43
3ejp n DAT	0.42
3ehp n DAT	0.42
3xvp n DAT	0.42
3xjp n DAT	0.42
3xhp n DAT	0.42
1s m AKK	7.91
1s f AKK	7.89
1s n AKK	7.91
2vs m AKK	1.77
2hs m AKK	1.78
2js m AKK	1.78
2vs f AKK	1.8
2hs f AKK	1.75
2js f AKK	1.75
2vs n AKK	1.77
2hs n AKK	1.78
2js n AKK	1.78
3evs m AKK	2.1065
3ejs m AKK	2.1055
3ehs m AKK	2.1055
3xvs m AKK	2.1065
3xjs m AKK	2.1055
3xhs m AKK	2.1055
3evs f AKK	2.105
3ejs f AKK	2.095
3ehs f AKK	2.095
3xvs f AKK	2.105
3xjs f AKK	2.095
3xhs f AKK	2.095
3evs n AKK	2.1065
3ejs n AKK	2.1055
3ehs n AKK	2.1055
3xvs n AKK	2.1065
3xjs n AKK	2.1055
3xhs n AKK	2.1055
1p m AKK	1.74
1p f AKK	1.74
1p n AKK	1.74
2vp m AKK	0.88
2hp m AKK	0.87
2jp m AKK	0.87
2vp f AKK	0.87
2hp f AKK	0.87
2jp f AKK	0.87
2vp n AKK	0.87
2hp n AKK	0.87
2jp n AKK	0.87
3evp m AKK	0.43
3ejp m AKK	0.42
3ehp m AKK	0.42
3xvp m AKK	0.42
3xjp m AKK	0.42
3xhp m AKK	0.42
3evp f AKK	0.42
3ejp f AKK	0.42
3ehp f AKK	0.42
3xvp f AKK	0.42
3xjp f AKK	0.42
3xhp f AKK	0.42
3evp n AKK	0.43
3ejp n AKK	0.42
3ehp n AKK	0.42
3xvp n AKK	0.42
3xjp n AKK	0.42
3xhp n AKK	0.42
1s m GEN	7.91
1s f GEN	7.89
1s n GEN	7.91
2vs m GEN	1.77
2hs m GEN	1.78
2js m GEN	1.78
2vs f GEN	1.8
2hs f GEN	1.75
2js f GEN	1.75
2vs n GEN	1.77
2hs n GEN	1.78
2js n GEN	1.78
3evs m GEN	2.1065
3ejs m GEN	2.1055
3ehs m GEN	2.1055
3xvs m GEN	2.1065
3xjs m GEN	2.1055
3xhs m GEN	2.1055
3evs f GEN	2.105
3ejs f GEN	2.095
3ehs f GEN	2.095
3xvs f GEN	2.105
3xjs f GEN	2.095
3xhs f GEN	2.095
3evs n GEN	2.1065
3ejs n GEN	2.1055
3ehs n GEN	2.1055
3xvs n GEN	2.1065
3xjs n GEN	2.1055
3xhs n GEN	2.1055
1p m GEN	1.74
1p f GEN	1.74
1p n GEN	1.74
2vp m GEN	0.88
2hp m GEN	0.87
2jp m GEN	0.87
2vp f GEN	0.87
2hp f GEN	0.87
2jp f GEN	0.87
2vp n GEN	0.87
2hp n GEN	0.87
2jp n GEN	0.87
3evp m GEN	0.43
3ejp m GEN	0.42
3ehp m GEN	0.42
3xvp m GEN	0.42
3xjp m GEN	0.42
3xhp m GEN	0.42
3evp f GEN	0.42
3ejp f GEN	0.42
3ehp f GEN	0.42
3xvp f GEN	0.42
3xjp f GEN	0.42
3xhp f GEN	0.42
3evp n GEN	0.43
3ejp n GEN	0.42
3ehp n GEN	0.42
3xvp n GEN	0.42
3xjp n GEN	0.42
3xhp n GEN	0.42
1s m LOC	7.91
1s f LOC	7.89
1s n LOC	7.91
2vs m LOC	1.77
2hs m LOC	1.78
2js m LOC	1.78
2vs f LOC	1.8
2hs f LOC	1.75
2js f LOC	1.75
2vs n LOC	1.77
2hs n LOC	1.78
2js n LOC	1.78
3evs m LOC	2.1065
3ejs m LOC	2.1055
3ehs m LOC	2.1055
3xvs m LOC	2.1065
3xjs m LOC	2.1055
3xhs m LOC	2.1055
3evs f LOC	2.105
3ejs f LOC	2.095
3ehs f LOC	2.095
3xvs f LOC	2.105
3xjs f LOC	2.095
3xhs f LOC	2.095
3evs n LOC	2.1065
3ejs n LOC	2.1055
3ehs n LOC	2.1055
