1s	ə-1uu2ə3	1ə2ə3-k	lə-12ee3
2s m	tə-1uu2ə3	1ə2ə3-k	tə-12ee3
2s f	tə-1ee2ə3	1ə2ə3-ʃ	tə-12ee3-i
3s m	yə-1uu2ə3	1ə2uu3	yə-12ee3
3s f	tə-1uu2ə3	1ə2ə3-uut	tə-12ee3
1p	nə-1uu2ə3	1ə2uu3-ən	nə-12ee3
2p m	tə-1ə23-əm	1ə2ə3-kəm	tə-12ee3-əm
2p f	tə-1ə23-ən	1ə2ə3-kən	tə-12ee3-ən
3p m	yə-1ə23-əm	1ə2aw3	yə-12ee3-əm
3p f	tə-1ə23-ən	1ə2uu3	tə-12ee3-ən
1d	ə-1ə23-ooh	1ə2ə3-ki	lə-12ə3-ooh
2d	tə-1ə23-ooh	1ə2ə3-ki	tə-12ə3-ooh
3d m	yə-1ə23-ooh	1ə2ə3-ooh	yə-12ə3-ooh
3d f	tə-1ə23-ooh	1ə2ə3-tooh	tə-12ə3-ooh
