1s	ʔe-1o2e3	1e2o3-k	lˠe-12ɛ3
2s m	te-1o2e3	1e2o3-k	te-12ɛ3
2s f	te-1o2i3	1e2o3-ʃ	te-12i3
3s m	ye-1o2e3	1e2o3	li-12ɛ3
3s f	te-1o2e3	1e2e3-o	te-12ɛ3
1p	ne-1o2e3	1e2o3-en	ne-12ɛ3
2p m	te-1o2e3	1e2o3-ken	te-12ɛ3
2p f	te-1o2e3-en	1e2o3-ken	te-12ɛ3-en
3p m	ye-1o2e3	1e2e3	li-12ɛ3
3p f	te-1o2e3-en	1e2o3	li-12ɛ3-en
1d	ʔe-1ɛ2ɛ3-o	1e2o3-ki	lˠe-12ɛ3-o
2d	te-1ɛ2ɛ3-o	1e2o3-ki	te-12ɛ3-o
3d m	ye-1ɛ2ɛ3-o	1e2e3-o	li-12ɛ3-o
3d f	te-1ɛ2ɛ3-o	1e2ɛ3-eto	te-12ɛ3-o
