1s	ʔii-123	ʔa-123	ʔa-1an23
2s m	tii-123-a	ti-123-a	1an23-a
2s f	tii-123-i	ti-123-i	1an23-i
3s m	ʔii-123	ʔi-123	1an23
3s f	tii-123	ti-123	1an23
1p	nii-123	ni-123	nee-123
2p	tii-123-na	ti-123-na	tee-123-na
3p	ʔii-123	ʔi-123-na	ʔee-123-na
