1s	ə-1ɔ2ə3	1ɔ2ɔ3-k	lɔ-12ə3
2s m	tə-1ɔ2ə3	1ɔ2ɔ3-k	tɔ-12ə3
2s f	tə-1i2ə3	1ɔ2ɔ3-s̃	ti-12i3
3s m	yə-1ɔ2ə3	1ɔ2ɔ3	yɔ-12ə3
3s f	tə-1ɔ2ə3	1ɔ2ɔ3-ɔt	tɔ-12ə3
1p	nə-1ɔ2ə3	1ɔ2ɔ3-ən	nə-12ɛ3
2p m	tə-1ɔ2ə3	1ɔ2ɔ3-kum	tə-12ɔ3
2p f	tə-1ɔ2ə3-ən	1ɔ2ɔ3-kən	tə-12ɛ3-ən
3p m	yə-1ɔ2ə3	1ɔ2ɔ3	yə-12ɔ3
3p f	tə-1ɔ2ə3-ən	1ɔ2ɔ3	tə-12ɛ3-ən
1d	nə-1ə2e3-ɔ	1ɔ2ɔ3-s̃i	lə-1ɔ23-ɔ
2d	tə-1ə2e3-ɔ	1ɔ2ɔ3-s̃i	tə-12ɔ3-ɔ
3d m	yə-1ɔ2ɔ3-ɔ	1ɔ2ɔ3-ɔ	yə-12ɔ3-ɔ
3d f	tə-1ɔ2ɔ3-ɔ	1ɔ2ɔ3-tɔ	tə-12ɔ3-ɔ
